,time,jpos0,jpos1,jpos2,jpos3,jpos4,jpos5,jpos6,jpos7,jpos8,jpos9,jpos10,jpos11,jpos12,jpos13,jpos14,jpos15,runlevel,sublevel,last_seq,type0,type1,pos0,pos1,pos2,pos3,pos4,pos5,ori0,ori1,ori2,ori3,ori4,ori5,ori6,ori7,ori8,ori9,ori10,ori11,ori12,ori13,ori14,ori15,ori16,ori17,ori_d0,ori_d1,ori_d2,ori_d3,ori_d4,ori_d5,ori_d6,ori_d7,ori_d8,ori_d9,ori_d10,ori_d11,ori_d12,ori_d13,ori_d14,ori_d15,ori_d16,ori_d17,pos_d0,pos_d1,pos_d2,pos_d3,pos_d4,pos_d5,encVals0,encVals1,encVals2,encVals3,encVals4,encVals5,encVals6,encVals7,encVals8,encVals9,encVals10,encVals11,encVals12,encVals13,encVals14,encVals15,dac_vals0,dac_vals1,dac_vals2,dac_vals3,dac_vals4,dac_vals5,dac_vals6,dac_vals7,dac_vals8,dac_vals9,dac_vals10,dac_vals11,dac_vals12,dac_vals13,dac_vals14,dac_vals15,Tau0,Tau1,Tau2,Tau3,Tau4,Tau5,Tau6,Tau7,Tau8,Tau9,Tau10,Tau11,Tau12,Tau13,Tau14,Tau15,mpos0,mpos1,mpos2,mpos3,mpos4,mpos5,mpos6,mpos7,mpos8,mpos9,mpos10,mpos11,mpos12,mpos13,mpos14,mpos15,mvel0,mvel1,mvel2,mvel3,mvel4,mvel5,mvel6,mvel7,mvel8,mvel9,mvel10,mvel11,mvel12,mvel13,mvel14,mvel15,jvel0,jvel1,jvel2,jvel3,jvel4,jvel5,jvel6,jvel7,jvel8,jvel9,jvel10,jvel11,jvel12,jvel13,jvel14,jvel15,mpos_d0,mpos_d1,mpos_d2,mpos_d3,mpos_d4,mpos_d5,mpos_d6,mpos_d7,mpos_d8,mpos_d9,mpos_d10,mpos_d11,mpos_d12,mpos_d13,mpos_d14,mpos_d15,jpos_d0,jpos_d1,jpos_d2,jpos_d3,jpos_d4,jpos_d5,jpos_d6,jpos_d7,jpos_d8,jpos_d9,jpos_d10,jpos_d11,jpos_d12,jpos_d13,jpos_d14,jpos_d15,grasp_d0,grasp_d1,encoffsets0,encoffsets1,encoffsets2,encoffsets3,encoffsets4,encoffsets5,encoffsets6,encoffsets7,encoffsets8,encoffsets9,encoffsets10,encoffsets11,encoffsets12,encoffsets13,encoffsets14,encoffsets15,jac_vel0,jac_vel1,jac_vel2,jac_vel3,jac_vel4,jac_vel5,jac_vel6,jac_vel7,jac_vel8,jac_vel9,jac_vel10,jac_vel11,jac_f0,jac_f1,jac_f2,jac_f3,jac_f4,jac_f5,jac_f6,jac_f7,jac_f8,jac_f9,jac_f10,jac_f11
0,0.0,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.3047996755091847e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.3877787807814457e-14,0.0,0.0,-5.3927563844059605e-15,0.0,1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.07034468650817871,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.2893505494847556e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.3877787807814457e-14,0.0,0.0,5.3927563844059605e-15,0.0,-1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.13657760620117188,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.2893505494847556e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.3877787807814457e-14,0.0,0.0,5.3927563844059605e-15,0.0,-1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.22197198867797852,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.3047996755091847e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.3877787807814457e-14,0.0,0.0,-5.3927563844059605e-15,0.0,1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.2906045913696289,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.3047996755091847e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.3877787807814457e-14,0.0,0.0,-5.3927563844059605e-15,0.0,1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.36467480659484863,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.3047996755091847e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.3877787807814457e-14,0.0,0.0,-5.3927563844059605e-15,0.0,1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.4354534149169922,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.2893505494847556e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.3877787807814457e-14,0.0,0.0,5.3927563844059605e-15,0.0,-1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.5086379051208496,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.2893505494847556e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.3877787807814457e-14,0.0,0.0,5.3927563844059605e-15,0.0,-1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.5825619697570801,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.3047996755091847e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.3877787807814457e-14,0.0,0.0,-5.3927563844059605e-15,0.0,1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.6573591232299805,35.000016911071796,90.00007080636986,-4.010733184408385,0.0,45.00000125223908,-1.3047996755091847e-13,28.64788975654116,28.64788975654116,34.99999983559887,90.00000250447816,-4.010704582991235,0.0,45.00000125223908,3.265432786241735e-14,-28.64788975654116,-28.64788975654116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.3877787807814457e-14,0.0,0.0,-5.3927563844059605e-15,0.0,1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
